PROJECT,SiteID,DEPTH_FROM,DEPTH_TO,SampleID,CuPPM,AuPPM,AgPPM,UPPM,FePPM,AsPPM,AlPPM,BaPPM,BiPPM,CaPPM,CdPPM,CePPM,CoPPM,CrPPM,CsPPM,DyPPM,ErPPM,EuPPM,FPPM,GaPPM,GdPPM,HfPPM,HoPPM,InPPM,KPPM,LaPPM,LuPPM,MgPPM,MnPPM,MoPPM,NaPPM,NbPPM,NdPPM,NiPPM,PPPM,PrPPM,PbPPM,RbPPM,SbPPM,ScPPM,SePPM,SmPPM,SnPPM,SPPM,SiPPM,SrPPM,TaPPM,TbPPM,TePPM,ThPPM,TiPPM,TmPPM,WPPM,VnPPM,VPPM,YPPM,YbPPM,ZnPPM,ZrPPM,PtPPM,PdPPM
SAR,DD21CAL011,281.95,283,D2003066,70,0.005,0.1,4,36100,6,85200,437,0.05,4600,0.05,78,9,80,8,5.5,4,1,,17,6,4,1,0.25,39500,38,0.25,25100,180,0.5,14400,3.5,32,20,600,9,5,155,0.25,14,1,6,2.5,350,289000,17,0.1,1,0.1,14,3400,0.25,6,,80,28,3,20,145,,
SAR,DD21CAL011,283,284.4,D2003067,5,0.04,0.1,6,41500,386,64200,204,0.3,4100,0.05,111,289,50,5.8,5.5,3,1,,14,8,4,1,0.25,20300,54,0.25,28800,200,0.5,12500,4.5,48,70,600,12.5,5,90,0.25,10,1,9,2.5,450,312000,15.4,0.2,1,0.6,19,2600,0.5,1.5,,85,27,2,30,165,,
SAR,DD21CAL011,284.4,285.4,D2003068,30,0.01,0.1,1,64000,12,74300,111,0.05,40100,0.05,41,28.6,230,2.1,5,3,1,,17,5,3.5,0.5,0.25,33500,16,0.25,59000,1160,0.5,13500,3.5,24,80,500,6,5,62.5,0.25,36,1,5,2.5,150,213000,32.6,0.2,1,0.1,2,9850,0.25,1.5,,395,25,2,40,110,,
SAR,DD21CAL011,285.4,286.3,D2003069,20,0.01,0.1,4,35000,6,54300,319,0.05,8750,0.05,49,14.4,40,1.3,5,3,1,,13,5,4.5,1,0.25,14300,22,0.25,31300,260,0.5,14500,4.5,23,20,300,6,5,54,0.25,8,1,4,2.5,150,313000,20.4,0.2,1,0.1,14.5,1800,0.25,1.5,,100,28,3,30,195,,
SAR,DD21CAL011,286.3,287,D2003070,30,0.01,0.1,1,59100,6,64800,117,0.05,40300,0.05,31,22.8,150,1.5,5,3,1,,15,6,3.5,1,0.25,17000,11,0.25,57000,1060,0.5,15900,3.5,19,60,600,4,5,34,0.25,32,1,5,2.5,100,238000,38.6,0.2,1,0.1,3,8800,0.25,1.5,,350,24,2,30,120,,
SAR,DD21CAL011,287,288,D2003071,20,0.01,0.1,0.25,68800,54,68100,54,0.2,39500,0.05,25,49.4,215,1.7,5,3,1,,17,4,3.5,0.5,0.25,9450,9,0.25,59800,1540,0.5,16500,4.5,16,90,600,3.5,5,27,0.25,34,1,4,2.5,100,209000,58.6,0.2,0.5,0.1,2,9050,0.25,1.5,,365,20,2,40,110,,
SAR,DD21CAL011,288,289,D2003072,20,0.005,0.1,0.25,72100,66,70500,66,0.05,66200,0.05,21,45.4,185,1.1,4.5,3,1,,17,5,3.5,0.5,0.25,1950,8,0.25,45800,1660,0.5,17000,5.5,14,80,600,3,5,8,0.25,36,1,4,2.5,100,213000,75.6,0.1,0.5,0.1,2,9600,0.25,1.5,,390,21,2,30,120,,
SAR,DD21CAL011,289,291,D2003073,40,0.01,0.1,0.25,75500,40,64200,374,0.05,62900,0.05,25,36.6,155,1.1,5,3,1,,16,5,3,0.5,0.25,2150,9,0.25,47500,1680,0.5,16200,5,16,70,500,3.5,5,8,0.25,34,1,5,2.5,250,220000,76,0.1,1,0.1,1.5,9150,0.25,1.5,,365,23,2,30,110,,
SAR,DD21CAL011,291,293,D2003074,70,0.005,0.1,0.25,80100,82,68900,54,0.05,60800,0.05,26,58.4,175,1.2,4.5,3,1.5,,19,5,3,0.5,0.25,2250,10,0.25,46900,1400,0.5,17400,6,17,70,600,3,5,10.5,0.25,36,1,4,2.5,150,210000,94,0.2,1,0.1,2,9900,0.25,1.5,,420,24,2,30,120,,
SAR,DD21CAL011,293,295,D2003075,60,0.01,0.1,1,83500,28,66500,51,0.05,57000,0.05,23,41.2,150,1.6,5,3,2,,17,5,3.5,1,1,2300,10,0.5,44800,1280,0.5,16000,4.5,17,60,600,4,5,14,0.25,36,1,4,2.5,150,217000,65.4,0.2,1,0.1,4,9600,0.5,1.5,,395,23,3,50,115,,
SAR,DD21CAL011,295,297,D2003076,80,0.01,0.1,1.5,81800,14,68300,65,0.3,61500,0.05,38,41,155,1.3,6,4,2.5,,17,7,4,2,1,2050,18,1,43400,1340,0.5,17200,4.5,22,60,600,6,5,11.5,0.25,36,1,7,2.5,150,215000,82.2,0.2,2,0.1,3.5,10100,1,1.5,,410,25,3,40,125,,
SAR,DD21CAL011,297,299,D2003077,50,0.01,0.1,0.25,74400,16,67800,51,0.3,63500,0.05,26,31.4,145,1.4,4.5,3,1.5,,17,6,4,1,0.25,1600,10,0.25,42800,1240,0.5,18500,4,17,50,600,3.5,5,11,0.25,34,1,4,2.5,100,218000,79.8,0.1,1,0.1,2.5,10300,0.25,1.5,,395,22,2,30,125,,
SAR,DD21CAL011,299,301,D2003078,90,0.01,0.1,0.25,82100,24,66700,89,0.2,68200,0.05,28,33.2,155,1.6,5.5,3,1.5,,17,5,4,1,0.25,1950,11,0.25,39600,1340,0.5,16900,3.5,17,60,600,3.5,5,13.5,0.25,34,1,4,2.5,150,216000,67.2,0.1,1,0.1,2,9900,0.25,1.5,,410,25,2,40,120,,
SAR,DD21CAL011,301,303,D2003079,110,0.01,0.1,0.25,87800,24,66500,63,0.2,63700,0.05,27,35.8,160,1.6,5,3,1.5,,17,5,3,0.5,0.25,2250,10,0.25,43000,1320,0.5,16500,4,18,60,600,3.5,5,14.5,0.25,36,1,4,2.5,150,213000,70.6,0.05,0.5,0.1,2,9950,0.25,1.5,,410,22,3,60,120,,
SAR,DD21CAL011,303,305,D2003081,210,0.005,0.1,0.25,90200,30,67400,64,0.2,65500,0.05,32,36.2,150,1.5,5,3,1.5,,17,5,3.5,0.5,0.25,3150,14,0.25,39200,1340,2,16200,4.5,19,50,600,4,5,19.5,0.25,34,1,5,2.5,150,216000,53,0.1,1,0.1,2.5,10000,0.25,1.5,,390,24,2,60,115,,
SAR,DD21CAL011,305,307,D2003082,170,0.01,0.1,0.25,88100,32,68700,72,0.05,69000,0.05,26,41.4,190,1.4,5,3,1.5,,17,5,3.5,0.5,0.25,2550,11,0.25,40100,1320,0.5,16500,5.5,17,60,600,3.5,5,15,0.25,36,1,4,2.5,150,219000,86.6,0.1,1,0.1,2,10100,0.25,1.5,,400,23,2,60,120,,
SAR,DD21CAL011,307,308.2,D2003083,160,0.02,0.1,0.25,75400,32,71800,96,0.2,74000,0.05,29,40.8,215,1.7,5,3,1,,18,5,3,0.5,0.25,3550,13,0.25,41000,1620,0.5,17800,3.5,17,80,700,3.5,5,21,0.25,38,1,4,2.5,250,212000,77.4,0.1,0.5,0.1,2,9650,0.25,1.5,,410,22,2,50,120,,
SAR,DD21CAL011,308.2,309,D2003084,70,0.01,0.1,6,43700,24,72700,507,0.05,12300,0.05,60,36.2,60,2.2,4,2,0.5,,16,4,5,0.5,0.25,27300,30,0.25,27100,460,2,20300,5.5,25,40,400,7,5,92.5,0.25,12,1,5,2.5,200,294000,39.8,0.2,0.5,0.1,15,3450,0.25,6,,105,19,2,40,160,,
SAR,DD21CAL011,309,310,D2003085,60,0.01,0.1,4.5,43900,6,70800,608,0.05,15300,0.05,76,19.2,55,2.6,4.5,2,1,,14,5,3.5,0.5,0.25,31400,40,0.25,23000,400,0.5,15500,3.5,31,20,400,8.5,5,109,0.25,12,1,5,2.5,350,299000,31.8,0.1,0.5,0.1,14,3000,0.25,6,,80,18,2,40,140,,
SAR,DD21CAL011,310,311,D2003086,60,0.01,0.1,4.5,50600,6,82300,478,0.2,4600,0.05,77,11.4,75,3.9,3.5,2,1,,17,4,4,0.5,0.25,32400,39,0.25,25900,280,2,18600,4.5,32,20,600,8.5,5,129,0.25,14,1,6,2.5,250,291000,21.8,0.1,0.5,0.1,15.5,3350,0.25,6,,80,17,2,40,140,,
SAR,DD21CAL011,311,312,D2003087,80,0.01,0.1,4,45100,6,76800,526,0.2,5050,0.05,69,10,80,6.3,4,2,1,,15,5,4,0.5,0.25,32100,34,0.25,19900,260,0.5,13400,5,31,30,400,8,5,141,0.25,14,1,5,2.5,300,305000,29.2,0.1,0.5,0.1,14,3150,0.25,6,,75,18,2,30,130,,
SAR,DD21CAL011,312,313,D2003088,160,0.01,0.1,2.5,58700,6,76400,529,0.2,11400,0.05,72,12,75,6.9,4.5,2,1,,15,5,4,0.5,0.25,30600,35,0.25,22000,460,2,9850,7,32,30,400,8,5,128,0.25,14,1,6,2.5,350,285000,33.4,0.2,0.5,0.6,14.5,3600,0.25,6,,80,21,2,40,150,,
SAR,DD21CAL011,313,314,D2003089,140,0.01,0.1,4.5,61700,4,81100,404,0.05,11900,0.05,99,14,60,5,6,4,1.5,,20,8,5.5,1,0.25,29400,47,0.25,23300,380,0.5,13700,5,45,30,800,11,5,117,0.25,18,1,8,2.5,250,275000,22.4,0.1,1,0.1,14,7200,0.25,6,,140,32,3,30,195,,
SAR,DD21CAL011,314,315,D2003090,60,0.02,0.1,3.5,48000,16,85800,632,0.3,3300,0.05,57,10.8,75,8.1,4,2,0.5,,17,4,4,0.5,0.25,38000,28,0.25,21100,240,4,11300,5,27,20,500,6.5,5,155,0.25,16,1,5,2.5,200,291000,25.6,0.1,0.5,0.8,15,3400,0.25,12,,80,18,2,30,145,,
SAR,DD21CAL011,315,316,D2003091,20,0.01,0.1,4,61800,6,83200,468,0.05,2050,0.05,92,12.8,70,9.8,5,3,1,,18,6,4.5,1,0.25,31800,45,0.25,22600,200,2,5500,6,36,30,700,10.5,5,173,0.25,16,1,7,2.5,200,286000,17.4,0.1,1,0.1,16.5,3300,0.25,6,,80,27,3,20,155,,
SAR,DD21CAL011,316,317,D2003092,50,0.005,0.1,3.5,59700,6,81400,402,0.05,6250,0.05,72,11.6,75,9.6,5,3,1,,17,5,4.5,1,0.25,30700,37,0.25,23700,280,0.5,7400,5.5,32,30,500,8,5,154,0.25,16,1,6,2.5,450,288000,17,0.1,0.5,0.1,14.5,3250,0.25,6,,80,26,3,20,145,,
SAR,DD21CAL011,317,318,D2003093,40,0.005,0.1,3.5,63300,6,82100,396,0.05,4400,0.05,109,12.2,75,8.1,6,4,1.5,,20,7,4,1,0.25,31000,57,0.25,24300,260,0.5,6700,5,43,40,600,12.5,5,153,0.25,16,1,9,2.5,550,283000,13.2,0.1,1,0.1,16.5,3500,0.25,6,,80,29,3,20,135,,
SAR,DD21CAL011,318,319,D2003094,20,0.005,0.1,2.5,47900,6,76900,442,0.05,4150,0.05,140,9.2,70,7.5,5.5,3,1.5,,16,8,4,1,0.25,32500,78,0.25,20300,220,0.5,7650,5,56,30,600,15,5,164,0.25,14,1,11,2.5,300,304000,12.2,0.1,1,0.1,17,3050,0.25,6,,75,24,3,20,125,,
SAR,DD21CAL011,319,320,D2003095,1010,0.04,0.1,4,48800,6,82300,584,0.4,6950,0.05,62,9.4,100,6.1,6,4,1,,15,6,4,1,0.25,39800,35,0.25,21600,240,0.5,8550,3,26,30,600,7.5,5,177,0.25,14,1,6,2.5,1250,284000,13.6,0.1,1,0.6,18,3750,0.5,6,,95,34,3,20,155,,
SAR,DD21CAL011,320,321,D2003096,630,0.02,0.1,3.5,49600,4,87100,656,0.2,3700,0.05,40,7.2,85,6,4.5,3,0.5,,20,4,4,1,0.25,42000,21,0.25,20100,200,2,6900,4.5,15,40,600,5,5,150,0.25,18,1,3,2.5,800,287000,11.2,0.05,0.5,0.1,14,3650,0.25,6,,95,26,3,20,145,,
SAR,DD21CAL011,321,322,D2003097,190,0.005,0.1,4,56200,1,82500,382,0.2,7650,0.05,75,9.4,80,4.6,4.5,3,1.5,,20,5,5.5,0.5,0.25,32000,41,0.25,23700,280,3,7800,2.5,30,30,500,9,5,147,0.25,18,1,6,5,350,285000,11,0.05,1,0.1,14,3750,0.25,6,,90,24,3,20,155,,
SAR,DD21CAL011,322,323,D2003098,60,0.005,0.1,2.5,70200,4,80500,371,0.05,4000,0.05,74,11.8,80,6.9,4,3,1,,17,5,4,1,0.25,31100,38,0.25,22900,240,2,5650,3,29,40,500,8,5,154,0.25,16,1,6,2.5,300,284000,12.2,0.05,1,0.1,14,3400,0.25,6,,80,23,2,20,140,,
SAR,DD21CAL011,323,324,D2003099,1190,0.01,0.1,3.5,55900,4,80700,354,0.3,5150,0.05,88,10.4,95,4.1,6.5,4,1.5,,18,7,5,1,0.25,28900,47,0.25,24900,240,0.5,6950,2.5,37,40,700,10.5,5,152,0.25,16,1,7,2.5,1650,289000,12,0.05,1,0.1,16.5,4000,0.5,6,,105,32,3,20,160,,
SAR,DD21CAL011,324,325,D2003101,230,0.01,0.1,3,48400,1,66100,349,0.05,7050,0.05,99,9.4,80,5.2,4.5,3,1,,16,6,2.5,0.5,0.25,25500,53,0.25,17300,240,0.5,5150,3,37,30,1100,11.5,5,121,0.25,14,1,8,2.5,450,323000,15.2,0.05,1,0.1,13.5,2750,0.25,1.5,,65,23,2,10,110,,
SAR,DD21CAL011,325,326,D2003103,180,0.005,0.1,3.5,54400,4,88200,638,0.05,4950,0.05,85,10,85,6,5,3,1.5,,20,6,4,0.5,0.25,36200,45,0.25,22600,240,0.5,7500,6,34,30,500,10,5,162,0.25,18,1,8,5,400,284000,14.2,0.3,1,0.2,16.5,3700,0.25,6,,90,27,3,20,150,,
SAR,DD21CAL011,326,327,D2003104,630,0.01,0.1,4,50700,1,85200,455,0.2,14100,0.05,65,9,75,4,4.5,3,1,,20,6,4,1,0.25,33900,33,0.25,16900,380,0.5,5100,4.5,27,30,500,7.5,5,153,0.25,18,1,6,5,1050,290000,13.4,0.3,0.5,0.2,15,3550,0.25,6,,80,24,3,10,145,,
SAR,DD21CAL011,327,328,D2003105,280,0.02,0.1,3,54300,6,80400,398,0.05,6750,0.05,70,11.4,75,4,5,3,1,,20,5,4,1,0.25,30300,36,0.25,18600,260,0.5,5600,3.5,30,30,500,8,5,140,0.25,18,1,5,5,650,299000,11,0.2,0.5,0.6,15,3400,0.25,6,,85,24,3,20,135,,
SAR,DD21CAL011,328,329,D2003106,840,0.02,0.1,4,51700,4,84200,426,0.05,2800,0.05,92,9.2,80,6.9,5.5,3,1,,22,6,4.5,0.5,0.25,36200,47,0.25,17900,180,0.5,4000,5.5,36,30,600,10.5,5,181,0.25,18,1,7,5,850,300000,10.2,0.3,1,0.6,18,3600,0.25,6,,85,28,3,10,145,,
SAR,DD21CAL011,329,330,D2003107,520,0.01,0.1,4,49200,1,87700,502,0.2,3600,0.05,81,8.6,80,6.9,5,4,1,,21,6,4,0.5,0.25,40600,44,0.25,20600,200,0.5,5500,5.5,36,30,600,9.5,5,203,0.25,18,1,7,5,600,290000,13,0.2,1,0.1,17.5,3650,0.25,6,,85,29,3,20,145,,
SAR,DD21CAL011,330,331,D2003108,900,0.03,0.1,3,49900,1,83900,621,0.2,6850,0.05,96,8.8,80,6.6,5.5,3,1.5,,20,6,4.5,1,0.25,41000,53,0.25,20000,240,0.5,6900,6,40,30,600,11,5,176,0.25,18,1,7,5,1000,289000,16.6,0.2,1,0.4,21,3400,0.5,6,,85,24,2,20,135,,
SAR,DD21CAL011,331,332.1,D2003109,2050,0.04,0.1,4.5,49800,4,81000,1150,0.2,4350,0.05,36,9.6,80,3.9,3.5,2,0.5,,19,3,4.5,0.5,0.25,48400,18,0.25,18300,220,0.5,5650,4.5,13,40,500,4.5,5,150,0.25,16,1,3,5,2050,290000,16.2,0.2,0.25,0.4,14,3550,0.25,6,,85,19,2,20,135,,
SAR,DD21CAL011,332.1,333,D2003110,1040,0.02,0.1,2.5,49400,6,79100,1470,0.2,5200,0.05,36,10,95,3.3,2.5,2,0.5,,15,3,5,0.5,0.25,56400,19,0.25,19800,260,0.5,6650,3.5,14,40,400,4,5,163,0.25,12,1,3,2.5,1200,286000,18.8,0.2,0.25,0.1,11.5,3850,0.25,1.5,,90,12,1,20,150,,
SAR,DD21CAL011,333,334,D2003111,990,0.03,0.1,3,44600,1,92900,900,0.3,8750,0.05,77,6.8,70,8.1,3.5,2,1,,14,5,5,0.5,0.25,57100,43,0.25,21400,300,0.5,5650,3.5,34,30,300,9,5,330,0.25,10,1,6,2.5,1350,273000,19.8,0.3,0.5,0.4,17.5,3050,0.25,1.5,,70,16,2,10,160,,
SAR,DD21CAL011,334,335.3,D2003112,160,0.005,0.1,2.5,49400,1,88000,1870,0.05,3600,0.05,55,8.4,90,3.4,2.5,2,1,,14,4,4.5,0.5,0.25,64100,32,0.25,19500,240,0.5,6550,3.5,26,30,400,6.5,5,200,0.25,10,1,5,2.5,200,279000,25.4,0.2,0.25,0.1,15.5,3700,0.25,6,,75,14,2,20,150,,
SAR,DD21CAL011,335.3,336,D2003113,190,0.01,0.1,3,60600,4,83700,794,0.05,3800,0.05,68,12.8,80,8.1,3.5,3,1,,20,4,5,0.5,0.25,42200,37,0.25,19800,280,0.5,5750,5,29,30,500,8,5,220,0.25,18,1,7,2.5,350,286000,18.8,0.2,0.5,0.1,14.5,3700,0.25,6,,95,20,2,20,145,,
SAR,DD21CAL011,336,337,D2003114,130,0.01,0.1,3.5,63900,4,86400,461,0.05,3100,0.05,75,11.2,80,6.7,5,3,1,,19,5,4.5,0.5,0.25,38800,39,0.25,16200,240,0.5,2950,6,33,30,600,9,5,193,0.25,18,1,6,5,250,293000,10.6,0.2,0.5,0.1,17,3600,0.25,6,,80,25,3,20,140,,
SAR,DD21CAL011,337,338,D2003115,130,0.01,0.1,3.5,73100,4,81400,455,0.05,4550,0.05,114,12.4,75,3.1,4.5,3,1.5,,19,8,4.5,1,0.25,32900,58,0.25,17600,300,0.5,2800,4,46,30,600,13.5,5,161,0.25,16,1,10,2.5,300,291000,10.2,0.2,1,0.1,16,3350,0.25,6,,75,24,3,30,140,,
SAR,DD21CAL011,338,339,D2003116,70,0.01,0.1,3.5,69200,6,84000,457,0.05,3900,0.05,92,13.6,75,4.9,4.5,3,1.5,,19,7,4,0.5,0.25,38000,48,0.25,17100,240,0.5,2750,5,39,30,500,11,5,198,0.25,16,1,7,2.5,250,291000,9.4,0.2,1,0.1,17.5,3550,0.25,6,,85,25,3,20,140,,
SAR,DD21CAL011,339,340,D2003117,70,0.005,0.1,4,67100,1,88300,625,0.05,3150,0.05,121,14.6,85,6,5,3,1.5,,20,8,4.5,1,0.25,40700,62,0.25,19600,240,0.5,2700,6,48,30,600,13.5,5,196,0.25,18,1,9,5,300,284000,12.6,0.2,1,0.1,19,3700,0.25,6,,90,27,3,20,150,,
SAR,DD21CAL011,340,341,D2003118,120,0.005,0.1,3.5,60200,4,85800,533,0.05,2750,0.05,97,11,80,7.7,5,3,1.5,,20,6,4,1,0.25,41200,50,0.25,18500,220,0.5,2700,6,41,30,500,11.5,5,214,0.25,18,1,9,5,200,289000,11.4,0.4,1,0.1,17,3600,0.25,6,,85,26,3,10,135,,
SAR,DD21CAL011,341,342,D2003119,260,0.01,0.1,4,56200,6,81300,566,0.05,4050,0.05,52,11.2,75,4.4,4.5,3,1,,19,4,4,0.5,0.25,37000,29,0.25,16500,240,0.5,2750,5,20,30,500,6.5,5,167,0.25,18,1,5,5,550,301000,15.2,0.2,0.5,0.1,15,3300,0.25,6,,80,23,2,20,130,,
SAR,DD21CAL011,342,343,D2003120,150,0.01,0.1,3.5,70200,4,83500,509,0.05,3350,0.05,77,11.2,80,4.6,5,3,1,,20,6,4,0.5,0.25,38200,39,0.25,17200,200,0.5,2450,5,30,30,500,9,5,171,0.25,16,1,6,5,400,286000,10.6,0.2,1,0.1,16,3600,0.25,6,,85,25,3,20,130,,
SAR,DD21CAL011,343,344,D2003121,60,0.01,0.1,3.5,70300,6,83200,505,0.05,4200,0.05,83,12.4,80,6,5.5,3,1.5,,20,5,4.5,1,0.25,38400,42,0.25,16700,200,0.5,2000,6,31,30,600,10,5,194,0.25,16,1,6,5,350,288000,10.4,0.2,1,0.1,17.5,3450,0.25,6,,80,26,3,10,130,,
SAR,DD21CAL011,344,345,D2003123,60,0.005,0.1,4,66200,1,85200,471,0.05,2350,0.05,101,13.6,80,9.6,5,3,1.5,,20,7,4.5,1,0.25,39200,50,0.5,16800,180,0.5,2000,7,42,30,600,12,5,220,0.25,16,1,8,2.5,200,291000,10.2,0.1,1,0.1,17.5,3450,0.5,6,,80,27,3,10,145,,
SAR,DD21CAL011,345,346,D2003124,30,0.01,0.1,4,69200,1,80800,478,0.05,2150,0.05,95,15.4,75,9.9,5,4,1.5,,20,7,4,0.5,0.25,39300,47,0.5,16800,160,0.5,1850,6,37,30,600,11,5,238,0.25,16,1,8,5,500,290000,8.6,0.2,1,0.1,17,3350,0.25,6,,80,28,3,10,135,,
SAR,DD21CAL011,346,347,D2003125,20,0.01,0.1,3.5,67500,1,83000,503,0.05,3000,0.05,91,13.6,75,10.7,5.5,3,1.5,,20,7,5,1,0.25,43600,47,0.25,16400,160,0.5,2050,4,37,30,600,11,5,267,0.25,16,1,8,5,300,289000,8.4,0.2,1,0.1,17.5,3500,0.5,6,,85,29,3,10,135,,
SAR,DD21CAL011,347,349,D2003126,5,0.005,0.1,3.5,68400,1,82100,541,0.05,2950,0.05,78,17.2,70,8.6,5,3,1,,19,5,4,0.5,0.25,43400,40,0.25,17800,180,0.5,2000,3.5,34,30,600,9,5,254,0.25,16,1,6,2.5,900,287000,8.2,0.1,1,0.1,16,3400,0.25,6,,80,23,3,10,130,,
SAR,DD21CAL011,349,351,D2003127,20,0.01,0.1,3.5,66700,1,83900,546,0.05,2050,0.05,93,13.8,80,9.1,5,3,1.5,,19,6,5,0.5,0.25,45000,46,0.25,17200,160,0.5,1800,5,37,30,500,10.5,5,264,0.25,16,1,6,5,350,288000,8.4,0.1,1,0.1,17,3500,0.25,6,,80,26,3,10,130,,
SAR,DD21CAL011,351,353,D2003128,5,0.01,0.1,3.5,66600,1,85000,527,0.05,3200,0.05,96,12.8,75,6.1,5,3,1.5,,19,6,4,0.5,0.25,41600,48,0.25,16400,200,0.5,1400,5,39,30,500,11.5,5,223,0.25,16,1,7,5,200,288000,7.2,0.1,0.5,0.1,17.5,3500,0.25,6,,80,24,3,10,135,,
SAR,DD21CAL011,353,355,D2003129,5,0.005,0.1,3,72300,1,85100,528,0.05,4450,0.05,89,10.6,75,8,4.5,2,1,,19,5,4,0.5,0.25,42200,43,0.25,17700,200,0.5,1450,5.5,36,30,700,10.5,5,242,0.25,18,1,7,2.5,200,285000,7.2,0.1,1,0.1,16,3400,0.25,6,,85,23,2,20,140,,
SAR,DD21CAL011,355,357,D2003130,5,0.01,0.1,3.5,64600,1,81600,446,0.05,3650,0.05,92,11,75,9.5,3.5,3,1,,18,5,4,0.5,0.25,41300,46,0.25,17200,180,0.5,1500,5.5,37,30,700,10,5,252,0.25,16,1,7,2.5,100,292000,8,0.1,0.5,0.1,16,3300,0.25,6,,80,21,2,10,135,,
SAR,DD21CAL011,357,359,D2003131,30,0.01,0.1,3,62900,1,88400,413,0.05,3250,0.05,71,12,75,5.6,3.5,2,0.5,,18,5,3,0.5,0.25,41900,34,0.25,17100,200,0.5,1350,5.5,30,30,600,8,5,211,0.25,18,1,5,2.5,100,291000,6.2,0.1,0.5,0.1,14.5,3650,0.25,6,,80,20,2,10,145,,
SAR,DD21CAL011,359,361,D2003132,20,0.01,0.1,2.5,92800,1,77600,331,0.05,4000,0.05,85,13.8,70,4.5,4,3,1,,17,6,3.5,0.5,0.25,33500,40,0.25,17500,280,0.5,1450,5,32,30,600,9.5,5,182,0.25,14,1,6,2.5,100,282000,6.2,0.1,1,0.1,15,3050,0.25,6,,75,23,2,20,125,,
SAR,DD21CAL011,361,363,D2003133,30,0.01,0.1,3,67500,4,82500,381,0.05,6200,0.05,91,12.4,70,4,4.5,2,1,,17,5,4,0.5,0.25,35100,44,0.25,16500,240,0.5,1950,4.5,37,30,600,9.5,5,174,0.25,16,1,6,2.5,200,292000,7.6,0.05,1,0.1,15,3350,0.25,6,,80,23,3,20,130,,
SAR,DD21CAL011,363,365,D2003134,20,0.01,0.1,2.5,73400,1,81200,378,0.05,5200,0.05,86,11.8,70,4.1,4.5,3,1,,18,4,4,0.5,0.25,35700,41,0.25,16100,200,0.5,1650,3.5,35,30,600,9.5,5,184,0.25,16,1,6,2.5,100,290000,7.6,0.05,1,0.1,15.5,3400,0.25,6,,80,24,3,10,135,,
SAR,DD21CAL011,365,367,D2003135,60,0.01,0.1,2.5,73000,4,80000,412,0.05,10000,0.05,67,12.8,70,6,3,2,1,,15,5,3.5,0.5,0.25,35500,33,0.25,17200,320,0.5,2450,4.5,26,30,600,8,5,163,0.5,14,1,5,2.5,350,282000,11.4,0.05,0.5,0.1,12,3100,0.25,1.5,,75,18,2,10,130,,
SAR,DD21CAL011,367,369,D2003136,50,0.01,0.1,3.5,85000,1,80500,373,0.05,3100,0.05,91,17.4,70,6.7,4,2,1,,18,6,4,0.5,0.25,37400,46,0.25,17500,200,0.5,1350,5,34,30,600,9.5,5,205,0.25,16,1,6,2.5,250,279000,7.4,0.1,1,0.1,15,3300,0.25,6,,75,23,2,10,130,,
SAR,DD21CAL011,369,371,D2003137,30,0.005,0.1,3.5,55400,1,89500,430,0.05,2750,0.05,95,13.2,75,6.9,4.5,3,1.5,,19,7,4,1,0.25,42300,47,0.25,15900,180,0.5,1250,5,40,30,500,10.5,5,232,0.25,18,1,7,2.5,100,296000,7,0.05,1,0.1,17,3550,0.25,6,,85,24,2,10,145,,
SAR,DD21CAL011,371,373,D2003138,80,0.005,0.1,3.5,83300,4,79800,427,0.05,5850,0.05,90,16.8,70,6.7,5,3,1,,19,6,4,0.5,0.25,37200,43,0.25,17800,340,0.5,1150,5,37,30,600,10,5,218,0.25,14,1,7,2.5,250,277000,7.6,0.1,1,0.1,14.5,3300,0.25,1.5,,70,24,2,10,125,,
SAR,DD21CAL011,373,375,D2003139,20,0.005,0.1,3,73800,1,83500,387,0.05,3250,0.05,85,15.6,70,9.1,4.5,3,1,,18,6,4,0.5,0.25,41200,41,0.25,17600,220,0.5,1200,5.5,33,30,600,8.5,5,243,0.25,16,1,6,2.5,150,286000,7.2,0.1,1,0.1,15.5,3450,0.25,1.5,,80,22,3,10,130,,
SAR,DD21CAL011,375,376,D2003140,100,0.005,0.1,3,89900,1,77000,345,0.05,5100,0.05,81,16,70,8.7,4,2,1,,18,5,3.5,0.5,0.25,36800,38,0.25,19400,320,0.5,1000,4.5,34,30,600,9,5,233,0.25,16,1,6,2.5,250,277000,7,0.05,0.5,0.1,13.5,3050,0.25,1.5,,75,23,2,20,120,,
SAR,DD21CAL011,376,377,D2003141,70,0.01,0.1,3,82200,1,77800,332,0.05,4650,0.05,80,17,70,7.8,4.5,3,1,,16,5,4,0.5,0.25,35800,40,0.25,21200,340,0.5,1100,3.5,31,30,500,8.5,5,217,0.25,14,1,5,2.5,300,281000,7.8,0.05,0.5,0.1,13.5,3150,0.25,1.5,,75,21,2,20,125,,
SAR,DD21CAL011,377,378,D2003143,30,0.005,0.1,3,94600,1,80000,370,0.05,2950,0.05,93,15.8,70,10.9,4.5,2,1,,18,6,4,0.5,0.25,37900,47,0.25,20000,240,0.5,1050,5.5,37,30,600,9.5,5,248,0.25,14,1,7,2.5,100,271000,8,0.05,0.5,0.1,15,3200,0.25,6,,80,23,2,10,130,,
